market;date;type;isin;description;issuer;issue_date;expiration_date;currency;last_price;last_price_date;nominal_price
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0011993179;BON DP FRANCIA-  0,500 11/2019;DP FRANCIA;25/11/2013;25/11/2019;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0013286192;BON DP FRANCIA-  0,750 05/2028;DP FRANCIA;25/05/2017;25/05/2028;EUR;106,6965;12/06/2019;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0013341682;BON DP FRANCIA-  0,750 11/2028;DP FRANCIA;25/11/2017;25/11/2028;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0013250560;BON DP FRANCIA-  1,000 05/2027;DP FRANCIA;25/05/2016;25/05/2027;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0012938116;BON DP FRANCIA-  1,000 11/2025;DP FRANCIA;25/11/2014;25/11/2025;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0013313582;BON DP FRANCIA-  1,250 05/2034;DP FRANCIA;25/05/2017;25/05/2034;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0013154044;BON DP FRANCIA-  1,250 05/2036;DP FRANCIA;25/05/2015;25/05/2036;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0012993103;BON DP FRANCIA-  1,500 05/2031;DP FRANCIA;25/05/2015;25/05/2031;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0013404969;BON DP FRANCIA-  1,500 05/2050;DP FRANCIA;25/05/2018;25/05/2050;EUR;128,5420;25/09/2019;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0011486067;BON DP FRANCIA-  1,750 05/2023;DP FRANCIA;25/05/2012;25/05/2023;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0013154028;BON DP FRANCIA-  1,750 05/2066;DP FRANCIA;25/05/2015;25/05/2066;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0013234333;BON DP FRANCIA-  1,750 06/2039;DP FRANCIA;25/06/2016;25/06/2039;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0011962398;BON DP FRANCIA-  1,750 11/2024;DP FRANCIA;25/11/2013;25/11/2024;EUR;112,9250;04/09/2019;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0013257524;BON DP FRANCIA-  2,000 05/2048;DP FRANCIA;25/05/2017;25/05/2048;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0011619436;BON DP FRANCIA-  2,250 05/2024;DP FRANCIA;25/05/2013;25/05/2024;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0011337880;BON DP FRANCIA-  2,250 10/2022;DP FRANCIA;25/10/2011;25/10/2022;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0011883966;BON DP FRANCIA-  2,500 05/2030;DP FRANCIA;25/05/2013;25/05/2030;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0010949651;BON DP FRANCIA-  2,500 10/2020;DP FRANCIA;25/10/2009;25/10/2020;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0011317783;BON DP FRANCIA-  2,750 10/2027;DP FRANCIA;25/10/2011;25/10/2027;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0011196856;BON DP FRANCIA-  3,000 04/2022;DP FRANCIA;25/04/2011;25/04/2022;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0011461037;BON DP FRANCIA-  3,250 05/2045;DP FRANCIA;25/05/2012;25/05/2045;EUR;169,8500;07/10/2019;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0011059088;BON DP FRANCIA-  3,250 10/2021;DP FRANCIA;25/10/2010;25/10/2021;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0010854182;BON DP FRANCIA-  3,500 04/2020;DP FRANCIA;25/04/2009;25/04/2020;EUR;102,8170;28/08/2019;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0010916924;BON DP FRANCIA-  3,500 04/2026;DP FRANCIA;25/04/2010;25/04/2026;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0010192997;BON DP FRANCIA-  3,750 04/2021;DP FRANCIA;25/04/2005;25/04/2021;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0010171975;BON DP FRANCIA-  4,000 04/2055;DP FRANCIA;25/04/2004;25/04/2055;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0010870956;BON DP FRANCIA-  4,000 04/2060;DP FRANCIA;25/04/2009;25/04/2060;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0010371401;BON DP FRANCIA-  4,000 10/2038;DP FRANCIA;25/10/2005;25/10/2038;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0010466938;BON DP FRANCIA-  4,250 10/2023;DP FRANCIA;25/10/2006;25/10/2023;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0010773192;BON DP FRANCIA-  4,500 04/2041;DP FRANCIA;25/04/2009;25/04/2041;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0010070060;BON DP FRANCIA-  4,750 04/2035;DP FRANCIA;25/04/2003;25/04/2035;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0000571218;BON DP FRANCIA-  5,500 04/2029;DP FRANCIA;25/04/1997;25/04/2029;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0000187635;BON DP FRANCIA-  5,750 10/2032;DP FRANCIA;25/10/2000;25/10/2032;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0000571044;BON DP FRANCIA-  6,000 04/2022;DP FRANCIA;12/02/1992;25/04/2022;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0000571150;BON DP FRANCIA-  6,000 10/2025;DP FRANCIA;25/10/1993;25/10/2025;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0000571085;BON DP FRANCIA-  8,500 04/2023;DP FRANCIA;27/01/1992;25/04/2023;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0013140035;BON DP FRANCIA-  VBLE 03/2021;DP FRANCIA;01/03/2016;01/03/2021;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0012558310;BON DP FRANCIA-  VBLE 03/2025;DP FRANCIA;01/03/2014;01/03/2025;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0013238268;BON DP FRANCIA-  VBLE 03/2028;DP FRANCIA;01/03/2016;01/03/2028;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0010050559;BON DP FRANCIA-  VBLE 07/2020;DP FRANCIA;25/07/2003;25/07/2020;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0011347046;BON DP FRANCIA-  VBLE 07/2021;DP FRANCIA;25/07/2012;25/07/2021;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0010899765;BON DP FRANCIA-  VBLE 07/2022;DP FRANCIA;25/07/2009;25/07/2022;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0010585901;BON DP FRANCIA-  VBLE 07/2023;DP FRANCIA;25/07/2007;25/07/2023;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0011427848;BON DP FRANCIA-  VBLE 07/2024;DP FRANCIA;25/07/2012;25/07/2024;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0011008705;BON DP FRANCIA-  VBLE 07/2027;DP FRANCIA;25/07/2010;25/07/2027;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0000186413;BON DP FRANCIA-  VBLE 07/2029;DP FRANCIA;25/07/1999;25/07/2029;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0011982776;BON DP FRANCIA-  VBLE 07/2030;DP FRANCIA;25/07/2013;25/07/2030;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0000188799;BON DP FRANCIA-  VBLE 07/2032;DP FRANCIA;25/07/2002;25/07/2032;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0013327491;BON DP FRANCIA-  VBLE 07/2036;DP FRANCIA;25/07/2017;25/07/2036;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0010447367;BON DP FRANCIA-  VBLE 07/2040;DP FRANCIA;25/07/2006;25/07/2040;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;FR0013209871;BON DP FRANCIA-  VBLE 07/2047;DP FRANCIA;25/07/2016;25/07/2047;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;GR0124035693;BON DP GRECIA-  3,875 03/2029;DP GRECIA;12/03/2019;12/03/2029;EUR;;;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;NL0011896857;BON DP HOLANDA-  0,000 01/2022;DP HOLANDA;09/06/2016;15/01/2022;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;NL0012650469;BON DP HOLANDA-  0,000 01/2024;DP HOLANDA;13/10/2017;15/01/2024;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;NL0010881827;BON DP HOLANDA-  0,250 01/2020;DP HOLANDA;29/09/2014;15/01/2020;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;NL0011220108;BON DP HOLANDA-  0,250 07/2025;DP HOLANDA;26/03/2015;15/07/2025;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;NL0013332430;BON DP HOLANDA-  0,250 07/2029;DP HOLANDA;14/02/2019;15/07/2029;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;NL0013552060;BON DP HOLANDA-  0,500 01/2040;DP HOLANDA;23/05/2019;15/01/2040;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;NL0011819040;BON DP HOLANDA-  0,500 07/2026;DP HOLANDA;24/03/2016;15/07/2026;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;NL0012171458;BON DP HOLANDA-  0,750 07/2027;DP HOLANDA;09/02/2017;15/07/2027;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;NL0012818504;BON DP HOLANDA-  0,750 07/2028;DP HOLANDA;15/03/2018;15/07/2028;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;NL0010418810;BON DP HOLANDA-  1,750 07/2023;DP HOLANDA;22/03/2013;15/07/2023;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;NL0010733424;BON DP HOLANDA-  2,000 07/2024;DP HOLANDA;28/03/2014;15/07/2024;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;NL0010060257;BON DP HOLANDA-  2,250 07/2022;DP HOLANDA;10/02/2012;15/07/2022;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;NL0010071189;BON DP HOLANDA-  2,500 01/2033;DP HOLANDA;09/03/2012;15/01/2033;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;NL0010721999;BON DP HOLANDA-  2,750 01/2047;DP HOLANDA;21/02/2014;15/01/2047;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;NL0009712470;BON DP HOLANDA-  3,250 07/2021;DP HOLANDA;04/03/2011;15/07/2021;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;NL0009348242;BON DP HOLANDA-  3,500 07/2020;DP HOLANDA;05/02/2010;15/07/2020;EUR;108,6650;26/06/2018;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;NL0000102275;BON DP HOLANDA-  3,750 01/2023;DP HOLANDA;15/01/2006;15/01/2023;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;NL0009446418;BON DP HOLANDA-  3,750 01/2042;DP HOLANDA;21/05/2010;15/01/2042;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;NL0000102234;BON DP HOLANDA-  4,000 01/2037;DP HOLANDA;25/04/2005;15/01/2037;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;NL0000102317;BON DP HOLANDA-  5,500 01/2028;DP HOLANDA;15/01/1998;15/01/2028;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;NL0000102077;BON DP HOLANDA-  7,500 01/2023;DP HOLANDA;15/01/1993;15/01/2023;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IE00BDHDPQ37;BON DP IRLANDA-  0,000 10/2022;DP IRLANDA;11/10/2017;18/10/2022;EUR;;;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IE00BJ38CQ36;BON DP IRLANDA-  0,800 03/2022;DP IRLANDA;14/01/2015;15/03/2022;EUR;;;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IE00BDHDPR44;BON DP IRLANDA-  0,900 05/2028;DP IRLANDA;10/01/2018;15/05/2028;EUR;;;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IE00BV8C9418;BON DP IRLANDA-  1,000 05/2026;DP IRLANDA;14/01/2016;15/05/2026;EUR;;;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IE00BH3SQ895;BON DP IRLANDA-  1,100 05/2029;DP IRLANDA;16/01/2019;15/05/2029;EUR;;;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IE00BFZRPZ02;BON DP IRLANDA-  1,300 05/2033;DP IRLANDA;17/04/2018;15/05/2033;EUR;;;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IE00BFZRQ242;BON DP IRLANDA-  1,350 03/2031;DP IRLANDA;17/10/2018;18/03/2031;EUR;;;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IE00BH3SQB22;BON DP IRLANDA-  1,500 05/2050;DP IRLANDA;16/05/2019;15/05/2050;EUR;;;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IE00BV8C9B83;BON DP IRLANDA-  1,700 05/2037;DP IRLANDA;11/01/2017;15/05/2037;EUR;;;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IE00BV8C9186;BON DP IRLANDA-  2,000 02/2045;DP IRLANDA;10/02/2015;18/02/2045;EUR;;;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;XS1639913067;BON DP IRLANDA-  2,000 06/2063;DP IRLANDA;29/06/2017;29/06/2063;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;XS1639739876;BON DP IRLANDA-  2,000 06/2064;DP IRLANDA;29/06/2017;29/06/2064;EUR;;;1,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;XS1792064047;BON DP IRLANDA-  2,045 03/2075;DP IRLANDA;22/03/2018;22/03/2075;EUR;;;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;XS1389917508;BON DP IRLANDA-  2,350 04/2116;DP IRLANDA;01/04/2016;01/04/2116;EUR;;;100,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IE00BJ38CR43;BON DP IRLANDA-  2,400 05/2030;DP IRLANDA;11/11/2014;15/05/2030;EUR;;;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IE00B6X95T99;BON DP IRLANDA-  3,400 03/2024;DP IRLANDA;14/01/2014;18/03/2024;EUR;;;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IE00B4S3JD47;BON DP IRLANDA-  3,900 03/2023;DP IRLANDA;20/03/2013;20/03/2023;EUR;;;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IE0034074488;BON DP IRLANDA-  4,500 04/2020;DP IRLANDA;23/01/2004;18/04/2020;EUR;104,1600;24/06/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IE00B60Z6194;BON DP IRLANDA-  5,000 10/2020;DP IRLANDA;21/01/2010;18/10/2020;EUR;106,4000;02/09/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IE00B4TV0D44;BON DP IRLANDA-  5,400 03/2025;DP IRLANDA;13/10/2009;13/03/2025;EUR;;;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005329336;BON DP ITALIA-  0,000 03/2020;DP ITALIA;28/03/2018;30/03/2020;EUR;99,7900;24/01/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005371247;BON DP ITALIA-  0,000 06/2021;DP ITALIA;29/04/2019;29/06/2021;EUR;100,1543;25/10/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005350514;BON DP ITALIA-  0,000 11/2020;DP ITALIA;30/10/2018;27/11/2020;EUR;100,2120;22/10/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005388928;BON DP ITALIA-  0,000 11/2021;DP ITALIA;30/10/2019;29/11/2021;EUR;99,8915;08/11/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005384497;BON DP ITALIA-  0,05 01/2023;DP ITALIA;16/09/2019;15/01/2023;EUR;100,0365;18/10/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005330961;BON DP ITALIA-  0,050 04/2021;DP ITALIA;15/04/2018;15/04/2021;EUR;98,4400;11/01/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005285041;BON DP ITALIA-  0,200 10/2020;DP ITALIA;15/10/2017;15/10/2020;EUR;100,4115;30/10/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005386245;BON DP ITALIA-  0,350 02/2025;DP ITALIA;01/10/2019;01/02/2025;EUR;99,8415;10/10/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005250946;BON DP ITALIA-  0,350 06/2020;DP ITALIA;18/04/2017;15/06/2020;EUR;100,2800;28/03/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005216491;BON DP ITALIA-  0,350 11/2021;DP ITALIA;03/10/2016;01/11/2021;EUR;101,1420;30/09/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005175598;BON DP ITALIA-  0,450 06/2021;DP ITALIA;01/04/2016;01/06/2021;EUR;100,9250;06/11/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005215246;BON DP ITALIA-  0,650 10/2023;DP ITALIA;15/09/2016;15/10/2023;EUR;100,4615;23/08/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005142143;BON DP ITALIA-  0,650 11/2020;DP ITALIA;01/11/2015;01/11/2020;EUR;101,0265;30/09/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005107708;BON DP ITALIA-  0,700 05/2020;DP ITALIA;01/05/2015;01/05/2020;EUR;100,6640;04/09/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005277444;BON DP ITALIA-  0,900 08/2022;DP ITALIA;01/08/2017;01/08/2022;EUR;102,8235;01/10/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005172322;BON DP ITALIA-  0,950 03/2023;DP ITALIA;15/03/2016;15/03/2023;EUR;97,6550;14/01/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005325946;BON DP ITALIA-  0,950 03/2023;DP ITALIA;01/03/2018;01/03/2023;EUR;102,8500;21/10/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005366007;BON DP ITALIA-  1,000 07/2022;DP ITALIA;15/03/2019;15/07/2022;EUR;101,3480;11/07/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005069395;BON DP ITALIA-  1,050 12/2019;DP ITALIA;01/12/2014;01/12/2019;EUR;100,2200;27/09/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005244782;BON DP ITALIA-  1,200 04/2022;DP ITALIA;01/03/2017;01/04/2022;EUR;99,9000;14/02/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005210650;BON DP ITALIA-  1,250 12/2026;DP ITALIA;01/08/2016;01/12/2026;EUR;91,4522;08/02/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005086886;BON DP ITALIA-  1,350 04/2022;DP ITALIA;16/02/2015;15/04/2022;EUR;101,0195;30/04/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005383309;BON DP ITALIA-  1,350 04/2030;DP ITALIA;01/09/2019;01/04/2030;EUR;101,9500;06/11/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;XS1505666815;BON DP ITALIA-  1,448 04/2027;DP ITALIA;17/10/2016;17/04/2027;EUR;;;500.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005327306;BON DP ITALIA-  1,450 05/2025;DP ITALIA;15/03/2018;15/05/2025;EUR;101,0515;12/08/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005135840;BON DP ITALIA-  1,450 09/2022;DP ITALIA;15/09/2015;15/09/2022;EUR;104,6065;04/10/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005282527;BON DP ITALIA-  1,450 11/2024;DP ITALIA;15/09/2017;15/11/2024;EUR;105,6400;19/09/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005090318;BON DP ITALIA-  1,500 06/2025;DP ITALIA;02/03/2015;01/06/2025;EUR;106,0615;18/10/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005170839;BON DP ITALIA-  1,600 06/2026;DP ITALIA;01/03/2016;01/06/2026;EUR;107,0304;13/09/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005094088;BON DP ITALIA-  1,650 03/2032;DP ITALIA;01/03/2015;01/03/2032;EUR;87,3750;29/01/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;XS1227831382;BON DP ITALIA-  1,666 05/2028;DP ITALIA;06/05/2015;06/05/2028;EUR;;;500.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005367492;BON DP ITALIA-  1,750 07/2024;DP ITALIA;01/04/2019;01/07/2024;EUR;106,8465;10/10/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;XS1199014306;BON DP ITALIA-  1,771 03/2029;DP ITALIA;05/03/2015;05/03/2029;EUR;;;500.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005246340;BON DP ITALIA-  1,850 05/2024;DP ITALIA;15/03/2017;15/05/2024;EUR;107,3400;19/09/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;XS1180157544;BON DP ITALIA-  1,862 02/2028;DP ITALIA;02/02/2015;02/02/2028;EUR;;;500.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;XS1435990863;BON DP ITALIA-  1,901 06/2031;DP ITALIA;22/06/2016;22/06/2031;EUR;;;500.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;XS1413812881;BON DP ITALIA-  1,913 05/2029;DP ITALIA;18/05/2016;18/05/2029;EUR;;;500.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005323032;BON DP ITALIA-  2,000 02/2028;DP ITALIA;01/02/2018;01/02/2028;EUR;104,1861;10/07/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;XS1199008670;BON DP ITALIA-  2,000 09/2032;DP ITALIA;05/03/2015;05/09/2032;EUR;;;500.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005127086;BON DP ITALIA-  2,000 12/2025;DP ITALIA;01/09/2015;01/12/2025;EUR;105,3700;30/07/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005274805;BON DP ITALIA-  2,050 08/2027;DP ITALIA;04/07/2017;01/08/2027;EUR;98,2620;22/05/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005370306;BON DP ITALIA-  2,100 07/2026;DP ITALIA;15/04/2019;15/07/2026;EUR;110,0800;13/09/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;XS1236858657;BON DP ITALIA-  2,127 05/2027;DP ITALIA;22/05/2015;22/05/2027;EUR;;;500.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005028003;BON DP ITALIA-  2,150 12/2021;DP ITALIA;15/06/2014;15/12/2021;EUR;104,7520;07/11/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;XS1180459395;BON DP ITALIA-  2,192 02/2032;DP ITALIA;02/02/2015;02/02/2032;EUR;;;500.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005240830;BON DP ITALIA-  2,200 06/2027;DP ITALIA;01/02/2017;01/06/2027;EUR;111,2315;25/10/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005177909;BON DP ITALIA-  2,250 09/2036;DP ITALIA;01/03/2016;01/09/2036;EUR;87,4800;12/06/2018;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005348443;BON DP ITALIA-  2,300 10/2021;DP ITALIA;15/10/2018;15/10/2021;EUR;104,5815;22/08/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005240350;BON DP ITALIA-  2,450 09/2033;DP ITALIA;01/09/2016;01/09/2033;EUR;104,7000;10/07/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005344335;BON DP ITALIA-  2,450 10/2023;DP ITALIA;01/08/2018;01/10/2023;EUR;107,3950;07/08/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005345183;BON DP ITALIA-  2,500 11/2025;DP ITALIA;17/09/2018;15/11/2025;EUR;112,0385;18/10/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005045270;BON DP ITALIA-  2,500 12/2024;DP ITALIA;01/09/2014;01/12/2024;EUR;108,1033;14/08/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005162828;BON DP ITALIA-  2,700 03/2047;DP ITALIA;09/02/2016;01/03/2047;EUR;116,1540;30/10/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005217390;BON DP ITALIA-  2,800 03/2067;DP ITALIA;01/09/2016;01/03/2067;EUR;113,6200;30/10/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005340929;BON DP ITALIA-  2,800 12/2028;DP ITALIA;01/08/2018;01/12/2028;EUR;109,0185;02/07/2019;1.000,00
SDE;08/11/2019 17:30:00;BONO DEL TESORO;IT0005321325;BON DP ITALIA-  2,950 09/2038;DP ITALIA;01/09/2017;01/09/2038;EUR;110,8300;17/07/2019;1.000,00
